%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
182.0, -1640.37217383053, -1446.828418592026, -3118.8283108268156, 1063.9653878170716, 3373.414680172763, 3432.7138582126927, 494.84527049604304, -4350.811761714431, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700579050663348E9, 0.0, 2023-11-21 10:04:10.663
183.0, -1652.3974123474852, -1455.7467646296936, -3115.721418347528, 1068.882771597239, 3371.581837127428, 3432.0880093679443, 494.86762224049835, -4345.268529089514, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700579050663359E9, 0.0, 2023-11-21 10:04:10.663
184.0, -1664.668520053449, -1464.866276367459, -3129.467741187542, 1060.6126261487755, 3365.770383569048, 3426.2095005761985, 489.9949419492414, -4349.984747169584, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700579050663368E9, 0.0, 2023-11-21 10:04:10.663
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.158, 0.064, 0.902, 192.0, 251.0, 16.0, 2.0, 0.0, 28.0, 48.0, 0.0, 0.0, 0.0, 1.700579050734181E9, 0.0, 2023-11-21 10:04:10.734
1.0, -1024.760428042463, -1000.2852678639017, -2949.5809018112304, 1115.687324486652, 3513.9400975632784, 3862.9849389773535, 886.1125571861932, -3875.881895528066, -0.158, 0.064, 0.902, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700579050762239E9, 0.0, 2023-11-21 10:04:10.762
2.0, -1006.5214045669323, -997.0889684067928, -2943.3447651082, 1120.560004777909, 3513.090731273977, 3862.5602558327028, 882.0445396953273, -3874.205514693918, -0.158, 0.064, 0.902, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700579050765232E9, 0.0, 2023-11-21 10:04:10.765
3.0, -985.8460409457733, -963.7178139350193, -2941.4225150850434, 1117.4754640430765, 3510.095597516966, 3856.949967974421, 875.2049058920034, -3879.011139751809, -0.158, 0.064, 0.902, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700579050768181E9, 0.0, 2023-11-21 10:04:10.768
4.0, -1010.0753319353262, -978.8275931868069, -2947.0998581766917, 1116.559042520409, 3515.7505888641585, 3860.459191853904, 874.1320221581486, -3883.1462124760405, -0.158, 0.064, 0.902, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700579050772254E9, 0.0, 2023-11-21 10:04:10.772
5.0, -1039.4902276385103, -1008.6001168012759, -2956.6887565480183, 1113.7427227190403, 3517.1140452759323, 3863.6331395665575, 880.8375454947408, -3876.485392628359, -0.158, 0.064, 0.902, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700579050775258E9, 0.0, 2023-11-21 10:04:10.775
6.0, -1023.5310820974211, -1003.8615469767508, -2957.5157710928647, 1109.138263361247, 3512.956620807245, 3858.6039970641136, 880.2116966499922, -3877.4465176399376, -0.158, 0.064, 0.902, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700579050778268E9, 0.0, 2023-11-21 10:04:10.778
7.0, -1024.3804483867227, -1011.1482156691809, -2955.481762347432, 1110.0546848839147, 3513.381303951896, 3860.3474331316274, 881.1504699171151, -3879.726395574379, -0.158, 0.064, 0.902, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700579050781271E9, 0.0, 2023-11-21 10:04:10.781
8.0, -1036.7633148149628, -1017.0267244609266, -2968.7810502983393, 1099.661123712197, 3504.4629579142284, 3849.2833196262504, 870.2651703673805, -3887.9965410228424, -0.23, -0.08600000000000001, 0.904, 192.0, 248.0, 208.0, 253.0, 80.0, 28.0, 64.0, 0.0, 0.0, 0.0, 1.700579050785317E9, 0.0, 2023-11-21 10:04:10.785
9.0, -1026.1909396876026, -989.7799479699073, -2959.3262623937444, 1100.2422690680348, 3504.93234454779, 3847.0257934362644, 869.1252314001598, -3887.258933455817, -0.23, -0.08600000000000001, 0.904, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700579050788295E9, 0.0, 2023-11-21 10:04:10.788
10.0, -1014.6350878042088, -992.5515642823655, -2953.3583466241776, 1106.657219726708, 3512.8895655738793, 3858.9616249753985, 880.0105309498944, -3872.752651304323, -0.23, -0.08600000000000001, 0.904, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700579050791267E9, 0.0, 2023-11-21 10:04:10.791
11.0, -999.3688463412341, -996.2619538619464, -2948.3292041217333, 1118.4365890546549, 3526.345315735974, 3871.903285015021, 889.5100223433999, -3864.6389680670463, -0.23, -0.08600000000000001, 0.904, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700579050795304E9, 0.0, 2023-11-21 10:04:10.795
