%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
29.0, -1660.4440403513959, -1480.378387019442, -3051.616615249707, 1051.0237277774488, 3192.1867361291334, 3392.614828659872, 204.36199955487248, -4508.212746168702, -0.002, 0.134, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810656695E9, 0.0, 2023-11-21 10:00:10.656
30.0, -1655.6831187824152, -1473.516401471663, -3052.600092005741, 1053.2365504785241, 3197.7076170095943, 3399.700331652204, 210.86635719136683, -4497.483908830155, -0.002, 0.134, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810660685E9, 0.0, 2023-11-21 10:00:10.660
31.0, -1653.5820548036165, -1472.2870555266209, -3046.7439349584506, 1056.3210912133566, 3200.658047277695, 3400.1026630523997, 213.23564210362937, -4493.170022150281, -0.002, 0.134, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810664694E9, 0.0, 2023-11-21 10:00:10.664
32.0, -1659.795839762192, -1474.321064272054, -3045.0004988909363, 1052.7001086115968, 3195.3159803528765, 3393.1065670378885, 206.86539493386687, -4499.026179197572, -0.002, 0.134, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810667694E9, 0.0, 2023-11-21 10:00:10.667
33.0, -1653.6714617814378, -1469.6271979364394, -3040.6866122110623, 1054.6894138681191, 3197.2158786315777, 3396.436976961729, 212.56508976997017, -4494.131147161859, -0.002, 0.134, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810671725E9, 0.0, 2023-11-21 10:00:10.671
34.0, -1652.7326885143148, -1473.4493462382968, -3040.597205233241, 1055.9634633020717, 3197.39469258722, 3394.6488374053047, 210.55343276899254, -4504.725874033675, -0.002, 0.134, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810675712E9, 0.0, 2023-11-21 10:00:10.675
35.0, -1661.6510345519823, -1480.3336835305315, -3047.8168186923053, 1055.7399458575185, 3198.9369629546363, 3395.5876106724277, 208.2512030900959, -4509.285629902557, -0.002, 0.134, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810679708E9, 0.0, 2023-11-21 10:00:10.679
36.0, -1657.0689269386444, -1469.3589770029757, -3037.0879813537576, 1061.8419720938173, 3203.8543467348036, 3395.520555439062, 207.46889203416015, -4510.850252014429, -0.002, 0.134, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810684719E9, 0.0, 2023-11-21 10:00:10.684
37.0, -1657.9182932279462, -1473.67286368285, -3034.4951789969423, 1055.5387801574207, 3196.142994897723, 3387.4962791796065, 201.41156928677194, -4514.873566016384, -0.002, 0.134, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70057881068872E9, 0.0, 2023-11-21 10:00:10.688
38.0, -1654.856104237569, -1486.5251167446515, -3054.9693769180035, 1048.1403527427142, 3194.6454280192174, 3388.636218146827, 203.31146756547304, -4507.944525235239, 0.004, 0.14200000000000002, 0.9540000000000001, 192.0, 0.0, 32.0, 4.0, 112.0, 29.0, 208.0, 0.0, 0.0, 0.0, 1.700578810692732E9, 0.0, 2023-11-21 10:00:10.692
39.0, -1655.593711804594, -1480.2666282971654, -3061.98782467697, 1048.9897190320157, 3197.238230376033, 3395.811128116981, 210.88870893582214, -4499.048530942026, 0.004, 0.14200000000000002, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70057881069575E9, 0.0, 2023-11-21 10:00:10.695
40.0, -1649.8716652240355, -1473.67286368285, -3047.950929159037, 1056.656367380186, 3198.9816664435466, 3395.453500205696, 210.91106068027744, -4497.215687896692, 0.004, 0.14200000000000002, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810699784E9, 0.0, 2023-11-21 10:00:10.699
41.0, -1644.9989849327785, -1478.2102678072772, -3047.593301247752, 1055.628187135242, 3197.439396076131, 3391.609000159383, 205.65840073328027, -4503.630638555364, 0.004, 0.14200000000000002, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810703709E9, 0.0, 2023-11-21 10:00:10.703
42.0, -1653.2020751478763, -1478.2102678072772, -3051.08017338278, 1055.6728906241526, 3199.5404600549296, 3392.212497259676, 203.5573367544814, -4507.251621157125, 0.004, 0.14200000000000002, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810707766E9, 0.0, 2023-11-21 10:00:10.707
43.0, -1657.4936100832952, -1470.253046781188, -3037.8032371763275, 1058.6009691477977, 3200.4121780886867, 3394.537078683028, 207.08891237841993, -4501.79779551003, 0.004, 0.14200000000000002, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810712771E9, 0.0, 2023-11-21 10:00:10.712
44.0, -1660.3993368624851, -1460.507686198674, -3032.751742929428, 1058.176286003147, 3196.2771053644547, 3391.7654623705703, 207.13361586733055, -4498.534440819555, 0.004, 0.14200000000000002, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810716796E9, 0.0, 2023-11-21 10:00:10.716
